horaToma,Asset_id,A_Speed,Curr_fLevel,Curr_Temp
2017-10-07 00:00:07,662,98.900,55.200,84.000
2017-10-07 00:00:09,657,0.000,0.000,60.000
2017-10-07 00:00:16,644,73.600,86.800,83.000
2017-10-07 00:00:22,378,78.600,0.000,87.000
2017-10-07 00:00:23,602,32.500,72.800,73.000
2017-10-07 00:00:33,301,0.000,0.000,81.000
2017-10-07 00:00:05,584,0.000,100.000,76.000
2017-10-07 00:00:32,346,102.800,0.000,86.000
2017-10-07 00:00:29,338,26.200,91.600,78.000
2017-10-07 00:00:43,95,6.100,0.000,79.000
2017-10-07 00:00:43,537,42.500,0.000,86.000
2017-10-07 00:00:43,421,11.400,38.800,81.000
2017-10-07 00:00:38,465,64.600,100.000,87.000
2017-10-07 00:00:47,666,5.500,50.800,77.000
2017-10-07 00:00:36,380,92.700,0.000,87.000
2017-10-07 00:00:17,147,12.200,83.600,82.000
2017-10-07 00:00:51,217,63.100,0.000,76.000
2017-10-07 00:00:51,143,0.000,0.000,77.000
2017-10-07 00:00:53,445,0.000,100.000,72.000
2017-10-07 00:00:54,416,0.000,29.600,36.000
2017-10-07 00:00:53,555,0.000,0.000,63.000
2017-10-07 00:00:54,321,0.000,0.000,79.000
2017-10-07 00:00:58,27,55.200,33.200,78.000
2017-10-07 00:00:57,596,25.900,62.000,83.000
2017-10-07 00:01:01,541,2.400,0.000,76.000
2017-10-07 00:01:02,188,100.100,100.000,84.000
2017-10-07 00:01:04,531,63.200,0.000,81.000
2017-10-07 00:01:06,26,0.000,67.200,81.000
2017-10-07 00:00:45,437,103.400,0.000,91.000
2017-10-07 00:01:13,446,93.100,0.000,83.000
2017-10-07 00:01:15,298,99.200,0.000,79.000
2017-10-07 00:01:15,259,101.000,0.000,86.000
2017-10-07 00:01:18,427,4.400,0.000,83.000
2017-10-07 00:00:29,295,97.600,0.000,106.000
2017-10-07 00:01:20,653,0.000,0.000,55.000
2017-10-07 00:01:22,284,0.000,100.000,81.000
2017-10-07 00:01:22,551,101.300,76.800,87.000
2017-10-07 00:01:25,617,101.100,93.600,89.000
2017-10-07 00:01:23,661,1.800,66.800,74.000
2017-10-07 00:00:32,72,11.400,95.600,80.000
2017-10-07 00:01:30,226,0.000,100.000,72.000
2017-10-07 00:01:31,390,46.100,100.000,87.000
2017-10-07 00:00:50,452,101.000,52.000,88.000
2017-10-07 00:00:18,310,84.100,100.000,87.000
2017-10-07 00:01:37,479,84.800,10.400,87.000
2017-10-07 00:01:36,521,0.000,0.000,78.000
2017-10-07 00:01:23,602,12.400,73.200,77.000
2017-10-07 00:01:43,526,93.400,91.200,89.000
2017-10-07 00:01:35,535,0.000,0.000,0.000
2017-10-07 00:01:47,673,8.000,90.000,74.000
2017-10-07 00:01:49,481,102.100,0.000,84.000
2017-10-07 00:01:46,78,101.400,97.200,82.000
2017-10-07 00:01:52,127,0.000,100.000,47.000
2017-10-07 00:01:53,629,3.800,100.000,75.000
2017-10-07 00:01:54,322,0.000,0.000,76.000
2017-10-07 00:01:54,321,0.000,0.000,79.000
2017-10-07 00:01:58,654,66.300,86.800,82.000
2017-10-07 00:01:59,210,0.000,0.000,38.000
2017-10-07 00:02:01,523,68.000,82.400,83.000
2017-10-07 00:02:00,129,4.100,98.000,83.000
2017-10-07 00:02:04,531,60.700,0.000,80.000
2017-10-07 00:02:06,26,22.200,62.800,81.000
2017-10-07 00:02:11,290,2.800,0.400,79.000
2017-10-07 00:02:11,668,0.000,100.000,74.000
2017-10-07 00:02:14,137,41.100,84.000,83.000
2017-10-07 00:02:15,298,99.600,0.000,84.000
2017-10-07 00:02:16,125,0.000,82.800,40.000
2017-10-07 00:02:16,518,100.000,0.000,82.000
2017-10-07 00:02:16,663,43.300,65.200,78.000
2017-10-07 00:02:17,288,19.400,0.000,83.000
2017-10-07 00:02:20,154,99.000,100.000,81.000
2017-10-07 00:02:22,31,32.900,0.000,80.000
2017-10-07 00:02:23,661,0.000,68.000,74.000
2017-10-07 00:02:27,576,100.300,0.400,84.000
2017-10-07 00:02:29,338,22.400,91.600,79.000
2017-10-07 00:02:28,227,0.000,100.000,35.000
2017-10-07 00:02:30,600,0.000,100.000,46.000
2017-10-07 00:02:31,390,15.400,99.200,82.000
2017-10-07 00:02:33,152,1.300,100.000,74.000
2017-10-07 00:00:10,671,82.500,95.200,83.000
2017-10-07 00:02:36,642,84.800,86.800,82.000
2017-10-07 00:02:39,102,0.000,76.000,83.000
2017-10-07 00:02:15,573,47.000,100.000,85.000
2017-10-07 00:02:43,44,0.000,0.000,83.000
2017-10-07 00:02:44,139,97.500,89.600,87.000
2017-10-07 00:02:45,437,103.300,0.000,87.000
2017-10-07 00:02:49,93,9.700,96.000,74.000
2017-10-07 00:02:54,82,28.400,0.000,79.000
2017-10-07 00:02:54,321,0.000,0.000,79.000
2017-10-07 00:02:57,94,97.600,77.600,85.000
2017-10-07 00:02:58,211,0.000,0.000,82.000
2017-10-07 00:02:59,210,0.000,0.000,38.000
2017-10-07 00:03:01,541,3.900,0.000,78.000
2017-10-07 00:03:05,659,98.200,0.000,84.000
2017-10-07 00:03:06,26,84.600,62.400,84.000
2017-10-07 00:02:17,147,0.000,84.800,82.000
2017-10-07 00:03:10,578,6.400,97.600,74.000
2017-10-07 00:03:10,39,75.300,99.200,88.000
2017-10-07 00:03:13,466,0.000,100.000,84.000
2017-10-07 00:03:14,43,53.700,98.000,89.000
2017-10-07 00:03:16,663,53.300,63.200,79.000
2017-10-07 00:03:20,653,0.000,0.000,55.000
2017-10-07 00:03:22,31,39.500,0.000,80.000
2017-10-07 00:03:23,245,6.900,88.400,77.000
2017-10-07 00:03:25,37,38.500,63.200,84.000
2017-10-07 00:03:28,393,93.100,16.800,88.000
2017-10-07 00:03:30,600,0.000,100.000,47.000
2017-10-07 00:03:30,225,7.900,68.000,79.000
2017-10-07 00:03:36,369,0.000,0.000,78.000
2017-10-07 00:03:47,275,3.300,7.600,86.000
2017-10-07 00:03:46,78,100.700,95.600,82.000
2017-10-07 00:03:49,423,0.000,18.400,37.000
2017-10-07 00:03:50,452,101.700,44.400,89.000
2017-10-07 00:03:51,319,0.000,0.000,63.000
2017-10-07 00:01:05,575,26.100,0.000,78.000
2017-10-07 00:03:53,133,34.400,0.000,78.000
2017-10-07 00:03:53,555,0.000,0.000,65.000
2017-10-07 00:02:13,581,97.700,74.400,85.000
2017-10-07 00:03:57,536,102.800,0.000,82.000
2017-10-07 00:02:24,614,0.000,0.000,75.000
