horaToma,Asset_id,A_Speed,Curr_fLevel,Curr_Temp
2017-10-06 00:00:03,668,0.000,60.000,73.000
2017-10-06 00:00:08,9,103.600,7.200,90.000
2017-10-06 00:00:06,94,102.100,98.400,87.000
2017-10-06 00:00:17,662,0.000,24.800,73.000
2017-10-06 00:00:28,655,0.000,100.000,52.000
2017-10-06 00:00:34,260,84.300,34.400,85.000
2017-10-06 00:00:19,305,75.400,28.000,88.000
2017-10-06 00:00:28,188,97.600,100.000,88.000
2017-10-06 00:00:39,588,77.300,0.000,81.000
2017-10-06 00:00:19,435,99.600,0.000,90.000
2017-10-06 00:00:34,37,98.800,100.000,86.000
2017-10-06 00:00:42,659,0.000,0.000,69.000
2017-10-06 00:00:36,290,77.400,0.000,80.000
2017-10-06 00:00:22,138,0.000,0.800,75.000
2017-10-06 00:00:21,143,0.000,0.000,73.000
2017-10-06 00:00:53,369,76.700,0.000,83.000
2017-10-06 00:00:55,26,4.100,93.200,80.000
2017-10-06 00:00:58,605,102.300,100.000,84.000
2017-10-06 00:00:40,551,100.200,67.200,82.000
2017-10-06 00:01:03,29,5.500,91.600,81.000
2017-10-06 00:01:05,405,0.900,58.000,84.000
2017-10-06 00:01:01,360,0.000,0.000,77.000
2017-10-06 00:01:14,104,89.300,23.200,86.000
2017-10-06 00:01:18,198,100.300,12.400,84.000
2017-10-06 00:01:17,597,99.400,96.000,84.000
2017-10-06 00:00:32,171,0.000,41.200,78.000
2017-10-06 00:01:20,106,24.800,79.600,58.000
2017-10-06 00:01:23,138,0.000,0.000,75.000
2017-10-06 00:01:26,313,0.000,10.400,71.000
2017-10-06 00:01:30,350,104.000,0.000,87.000
2017-10-06 00:01:31,310,90.800,100.000,86.000
2017-10-06 00:01:19,434,0.000,0.000,70.000
2017-10-06 00:01:34,518,88.300,0.000,88.000
2017-10-06 00:01:35,319,13.500,0.000,66.000
2017-10-06 00:01:34,421,0.000,0.000,0.000
2017-10-06 00:01:37,312,49.200,0.000,82.000
2017-10-06 00:01:38,346,50.800,0.000,78.000
2017-10-06 00:01:16,374,85.800,32.000,86.000
2017-10-06 00:01:34,291,101.400,0.000,84.000
2017-10-06 00:01:45,474,21.100,43.600,61.000
2017-10-06 00:01:15,7,2.000,0.000,82.000
2017-10-06 00:01:53,369,68.400,0.000,80.000
2017-10-06 00:01:55,26,2.800,93.200,81.000
2017-10-06 00:02:02,259,101.700,0.000,85.000
2017-10-06 00:02:03,125,0.000,100.000,43.000
2017-10-06 00:02:04,172,78.300,90.800,78.000
2017-10-06 00:02:06,94,98.600,98.400,85.000
2017-10-06 00:02:08,9,103.500,4.400,90.000
2017-10-06 00:02:08,466,0.000,100.000,84.000
2017-10-06 00:02:18,198,30.100,14.800,86.000
2017-10-06 00:02:24,295,91.700,0.000,91.000
2017-10-06 00:02:31,310,98.200,100.000,86.000
2017-10-06 00:02:34,260,31.100,34.400,87.000
2017-10-06 00:02:36,629,32.600,84.800,81.000
2017-10-06 00:02:40,570,98.600,13.200,87.000
2017-10-06 00:02:41,505,99.300,56.800,84.000
2017-10-06 00:02:45,237,0.000,20.800,82.000
2017-10-06 00:02:48,667,0.000,100.000,30.000
2017-10-06 00:02:53,523,39.300,64.800,80.000
