horaToma,Asset_id,A_Speed,Curr_fLevel,Curr_Temp
2017-10-02 00:00:02,148,0.000,100.000,62.000
2017-10-02 00:00:01,146,0.000,49.600,79.000
2017-10-02 00:00:05,544,0.000,0.000,78.000
2017-10-02 00:00:08,490,87.100,20.400,83.000
2017-10-02 00:00:09,599,0.000,100.000,55.000
2017-10-02 00:00:11,629,1.700,83.200,82.000
2017-10-02 00:00:35,578,6.500,100.000,74.000
2017-10-02 00:00:36,243,0.000,6.800,72.000
2017-10-02 00:00:20,427,0.000,0.000,78.000
2017-10-02 00:00:31,137,51.200,52.400,80.000
2017-10-02 00:00:26,234,82.800,86.000,80.000
2017-10-02 00:00:47,284,71.000,100.000,88.000
2017-10-02 00:00:53,152,97.400,50.000,83.000
2017-10-02 00:00:54,180,0.000,75.200,75.000
2017-10-02 00:00:40,463,0.000,100.000,77.000
2017-10-02 00:00:46,106,0.000,81.600,49.000
2017-10-02 00:00:37,198,99.900,39.200,82.000
2017-10-02 00:01:08,609,3.600,96.400,64.000
2017-10-02 00:01:09,177,97.000,61.600,83.000
2017-10-02 00:00:34,422,93.700,94.400,87.000
2017-10-02 00:01:14,200,65.700,1.200,75.000
2017-10-02 00:01:15,372,101.400,83.200,86.000
2017-10-02 00:01:21,507,0.000,23.200,81.000
2017-10-02 00:01:28,482,1.500,93.200,70.000
2017-10-02 00:01:25,412,93.600,0.000,79.000
2017-10-02 00:01:31,360,0.800,0.000,83.000
2017-10-02 00:01:32,670,0.000,74.400,73.000
2017-10-02 00:01:30,335,0.000,0.000,66.000
2017-10-02 00:01:29,589,39.000,76.800,77.000
2017-10-02 00:01:34,419,93.700,99.600,84.000
2017-10-02 00:01:35,326,96.200,0.000,86.000
2017-10-02 00:01:38,656,5.100,97.600,74.000
2017-10-02 00:01:39,327,48.000,0.000,82.000
2017-10-02 00:01:39,478,62.600,84.000,77.000
2017-10-02 00:01:41,543,0.000,80.800,78.000
2017-10-02 00:01:44,608,0.000,10.400,82.000
2017-10-02 00:01:45,663,98.300,56.000,85.000
2017-10-02 00:01:49,588,84.700,0.000,85.000
2017-10-02 00:01:51,147,35.100,77.200,79.000
2017-10-02 00:01:53,644,0.000,45.600,81.000
2017-10-02 00:01:52,104,50.800,23.200,82.000
2017-10-02 00:01:59,88,0.000,94.800,79.000
2017-10-02 00:02:00,657,100.000,0.000,79.000
2017-10-02 00:02:01,211,0.000,0.000,41.000
2017-10-02 00:02:02,597,100.000,66.400,85.000
2017-10-02 00:02:03,655,0.000,94.400,57.000
2017-10-02 00:02:06,188,98.900,100.000,83.000
2017-10-02 00:02:13,380,64.900,0.000,88.000
2017-10-02 00:02:15,372,101.000,81.600,86.000
2017-10-02 00:02:17,241,45.000,85.600,78.000
2017-10-02 00:02:18,337,0.000,0.000,76.000
2017-10-02 00:01:36,27,88.500,92.400,86.000
2017-10-02 00:02:24,523,77.900,100.000,82.000
2017-10-02 00:02:25,412,97.600,0.000,79.000
2017-10-02 00:02:26,378,0.000,0.000,80.000
2017-10-02 00:02:27,265,0.000,1.200,80.000
2017-10-02 00:02:28,7,0.000,7.200,81.000
2017-10-02 00:02:29,673,94.100,100.000,89.000
2017-10-02 00:02:31,360,0.000,0.000,81.000
2017-10-02 00:02:30,335,0.000,0.000,66.000
2017-10-02 00:02:34,313,0.000,10.800,69.000
2017-10-02 00:02:34,664,29.600,56.000,76.000
2017-10-02 00:02:37,214,48.200,94.800,83.000
2017-10-02 00:02:37,198,92.500,19.200,79.000
2017-10-02 00:02:41,543,0.000,80.800,78.000
2017-10-02 00:02:42,288,30.900,0.000,85.000
2017-10-02 00:02:43,346,62.000,0.000,87.000
2017-10-02 00:02:49,551,69.700,56.400,77.000
2017-10-02 00:02:51,147,34.600,83.200,78.000
2017-10-02 00:02:52,368,8.400,30.400,82.000
2017-10-02 00:02:54,654,0.000,99.200,75.000
2017-10-02 00:02:27,74,55.000,91.200,89.000
2017-10-02 00:03:01,211,0.000,0.000,41.000
2017-10-02 00:03:02,148,0.000,100.000,63.000
2017-10-02 00:02:50,45,3.500,80.000,88.000
2017-10-02 00:03:05,605,103.200,100.000,84.000
