horaToma,Asset_id,A_Speed,Curr_fLevel,Curr_Temp
2017-10-03 00:00:03,650,0.000,0.000,78.000
2017-10-03 00:00:05,291,57.700,0.000,85.000
2017-10-03 00:00:03,200,4.600,0.800,74.000
2017-10-03 00:00:19,74,0.700,100.000,80.000
2017-10-03 00:00:08,558,95.300,55.200,82.000
2017-10-03 00:00:30,673,4.000,99.200,49.000
2017-10-03 00:00:18,290,59.500,0.000,80.000
2017-10-03 00:00:36,597,97.500,98.400,81.000
2017-10-03 00:00:34,211,0.000,0.000,83.000
2017-10-03 00:00:40,630,0.000,89.200,73.000
2017-10-03 00:00:28,245,53.800,76.800,77.000
2017-10-03 00:00:26,383,0.000,0.000,84.000
2017-10-03 00:00:44,39,98.000,80.000,88.000
2017-10-03 00:00:28,551,72.000,10.000,80.000
2017-10-03 00:00:44,218,101.700,94.400,86.000
2017-10-03 00:00:53,378,98.300,0.000,83.000
2017-10-03 00:00:56,437,103.300,0.000,87.000
2017-10-03 00:00:41,360,20.300,0.000,84.000
2017-10-03 00:00:36,397,0.000,0.000,53.000
2017-10-03 00:01:03,614,96.900,0.000,81.000
2017-10-03 00:01:00,639,0.000,84.000,69.000
2017-10-03 00:01:11,368,0.000,18.800,79.000
2017-10-03 00:01:14,419,58.300,100.000,83.000
2017-10-03 00:01:15,340,69.000,96.000,91.000
2017-10-03 00:01:19,74,1.800,100.000,79.000
2017-10-03 00:01:23,117,31.700,66.400,85.000
2017-10-03 00:01:21,407,0.000,2.800,78.000
2017-10-03 00:01:20,346,104.900,0.000,82.000
2017-10-03 00:01:26,666,2.500,58.400,82.000
2017-10-03 00:01:29,665,0.000,100.000,31.000
2017-10-03 00:01:09,127,0.000,100.000,34.000
2017-10-03 00:01:32,461,96.400,16.800,87.000
2017-10-03 00:01:34,211,0.000,0.000,83.000
2017-10-03 00:01:23,138,86.700,0.000,78.000
2017-10-03 00:01:39,186,23.200,58.400,72.000
2017-10-03 00:01:40,95,0.000,0.000,77.000
2017-10-03 00:01:40,288,4.300,0.800,82.000
2017-10-03 00:01:42,668,0.000,64.400,73.000
2017-10-03 00:01:47,589,0.000,0.000,52.000
2017-10-03 00:01:52,103,0.000,78.000,78.000
2017-10-03 00:01:58,214,102.100,79.600,83.000
2017-10-03 00:02:00,588,9.800,0.000,74.000
2017-10-03 00:02:02,661,0.000,62.800,74.000
2017-10-03 00:02:03,650,44.500,0.000,79.000
2017-10-03 00:02:04,611,0.000,46.000,86.000
2017-10-03 00:00:49,364,0.000,13.200,78.000
2017-10-03 00:02:10,127,0.000,100.000,36.000
2017-10-03 00:02:11,368,0.000,18.800,79.000
2017-10-03 00:02:14,284,104.000,100.000,95.000
2017-10-03 00:02:15,202,0.000,3.600,59.000
2017-10-03 00:02:17,290,40.000,0.000,80.000
2017-10-03 00:02:22,672,0.000,97.600,78.000
2017-10-03 00:02:24,296,99.300,0.000,88.000
2017-10-03 00:02:24,421,100.400,43.600,80.000
2017-10-03 00:02:27,417,3.600,2.000,78.000
2017-10-03 00:02:27,245,26.300,76.800,79.000
2017-10-03 00:02:29,665,0.000,100.000,31.000
2017-10-03 00:02:30,269,0.000,12.800,72.000
2017-10-03 00:02:34,211,0.000,0.000,82.000
2017-10-03 00:02:38,422,0.000,92.400,77.000
2017-10-03 00:02:39,541,0.000,0.000,69.000
2017-10-03 00:02:41,6,0.500,82.800,76.000
2017-10-03 00:02:39,147,0.000,82.400,79.000
2017-10-03 00:02:45,137,49.700,98.800,80.000
2017-10-03 00:02:49,521,0.000,0.000,77.000
2017-10-03 00:02:32,461,97.800,16.000,87.000
2017-10-03 00:02:56,437,72.700,0.000,86.000
2017-10-03 00:03:00,547,0.000,0.000,74.000
2017-10-03 00:03:02,661,0.000,63.200,74.000
2017-10-03 00:03:04,265,87.700,0.800,77.000
2017-10-03 00:02:54,380,90.000,0.000,87.000
2017-10-03 00:03:21,170,0.000,58.400,64.000
2017-10-03 00:03:23,138,86.700,0.000,77.000
2017-10-03 00:03:24,296,104.700,0.000,86.000
2017-10-03 00:03:24,518,100.200,0.000,82.000
2017-10-03 00:03:17,290,0.000,0.000,80.000
2017-10-03 00:03:27,417,0.000,1.600,78.000
2017-10-03 00:03:34,415,0.000,0.000,62.000
2017-10-03 00:03:34,94,95.900,59.200,88.000
2017-10-03 00:03:36,597,97.600,98.400,81.000
2017-10-03 00:03:39,259,100.000,0.000,84.000
2017-10-03 00:01:08,575,0.000,0.000,78.000
2017-10-03 00:03:42,668,0.000,64.400,73.000
2017-10-03 00:00:04,671,19.700,99.200,78.000
2017-10-03 00:03:44,39,97.800,80.800,88.000
2017-10-03 00:03:47,225,13.500,84.000,78.000
2017-10-03 00:03:49,364,0.000,12.800,77.000
2017-10-03 00:03:53,378,49.300,0.000,81.000
2017-10-03 00:03:54,380,81.600,0.000,87.000
2017-10-03 00:03:03,671,94.600,98.400,84.000
2017-10-03 00:04:00,670,0.000,37.600,74.000
2017-10-03 00:00:53,602,60.800,70.800,80.000
2017-10-03 00:03:58,363,13.400,62.800,82.000
2017-10-03 00:04:07,578,64.200,99.200,77.000
2017-10-03 00:04:12,480,101.700,0.000,86.000
2017-10-03 00:04:11,210,0.000,0.000,38.000
2017-10-03 00:01:45,27,83.800,91.200,83.000
2017-10-03 00:04:21,170,0.000,58.400,64.000
2017-10-03 00:04:21,407,0.000,2.800,78.000
2017-10-03 00:04:23,234,0.000,88.400,59.000
2017-10-03 00:04:24,518,99.500,0.000,80.000
2017-10-03 00:02:59,583,99.300,100.000,85.000
2017-10-03 00:04:23,138,91.300,0.000,75.000
2017-10-03 00:04:27,245,14.800,77.200,77.000
2017-10-03 00:04:29,663,94.900,60.000,84.000
